,id,category
14006,DB12131,"Agents causing hyperkalemia; Alkaloids; Antiarrhythmic agents; Anticonvulsants; Bradycardia-Causing Agents; Calcium Channel Blockers; Cardiovascular Agents; Central Nervous System Agents; Central Nervous System Depressants; Compounds used in a research, industrial, or household setting; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Substrates; Enzyme Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Indole Alkaloids; Indoles; Indolizidines; Indolizines; Nervous System; Neuroprotective Agents; Nootropic Agents; Phosphodiesterase Inhibitors; Protective Agents; Psychoanaleptics; Psychostimulants, Agents Used for ADHD and Nootropics; Secologanin Tryptamine Alkaloids; Vasodilating Agents"
14007,DB12134,"Antineoplastic Agents; Enzyme Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, Fused-Ring; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Naphthalenes; Polycyclic Compounds; Polycyclic Hydrocarbons, Aromatic; Topoisomerase Inhibitors"
14008,DB12135,"Amides; Benzene Derivatives; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Receptors, Interleukin-8B, antagonists & inhibitors; Sulfones; Sulfur Compounds"
14009,DB12139,"Amino Acids, Peptides, and Proteins; Cyclosporin Derivatives; Macrocyclic Compounds; Peptides; Peptides, Cyclic; Polycyclic Compounds"
14010,DB12142,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Antineoplastic Agents; Blood Proteins; Globulins; Immunoglobulin Isotypes; Immunoglobulins; Immunoproteins; Proteins; Serum Globulins"
14011,DB12145,"Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, Bridged-Ring; Receptors, Nicotinic"
14012,DB12152,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Blood Proteins; Globulins; Immunoglobulins; Immunoproteins; Proteins; Serum Globulins"
14013,DB12153,"Amines; Central Nervous System Agents; Cytidine Diphosphate; Cytosine Nucleotides; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Nervous System; Nootropic Agents; Nucleic Acids, Nucleotides, and Nucleosides; Nucleotides; Onium Compounds; Psychoanaleptics; Psychostimulants, Agents Used for ADHD and Nootropics; Pyrimidine Nucleotides; Pyrimidines; Quaternary Ammonium Compounds; Ribonucleotides; Trimethyl Ammonium Compounds"
14014,DB12158,"Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring"
14015,DB12159,"Agents for Dermatitis, Excluding Corticosteroids; Amino Acids, Peptides, and Proteins; Anti-Asthmatic Agents; Antibodies; Antibodies, Monoclonal; Blood Proteins; Dermatologicals; Globulins; Immunoglobulins; Immunoproteins; Interleukin 4 Receptor alpha Antagonists; Interleukin-4 Receptor alpha Antagonist; Interleukin-4 Receptor alpha Subunit, antagonists & inhibitors; Misc. Skin and Mucous Membrane Agents; Proteins; Serum Globulins"
14016,DB12160,"Amino Acids; Amino Acids, Neutral; Amino Acids, Peptides, and Proteins; Amino Acids, Sulfur; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Antiinflammatory and Antirheumatic Products; Antioxidants; Antirheumatic Agents; Biological Factors; Compounds used in a research, industrial, or household setting; Musculo-Skeletal System; Penicillamine and Similar Agents; Peripheral Nervous System Agents; Protective Agents; Sensory System Agents; Specific Antirheumatic Agents; Sulfhydryl Compounds; Sulfur Compounds"
14017,DB12162,"Benzene Derivatives; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Phenols"
14018,DB12163,"Acids, Acyclic; Antidepressive Agents; Antiplatelet agents; Carboxylic Acids; Cardiovascular Agents; Central Nervous System Depressants; Dicarboxylic Acids; Fibrin Modulating Agents; Hematologic Agents; Neurotransmitter Agents; Serotonin Agents; Serotonin Receptor Antagonists"
14019,DB12167,"Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Quinolines"
14020,DB12169,"Agents for Dermatitis, Excluding Corticosteroids; Amino Acids, Peptides, and Proteins; Antibodies; Asthma, drug therapy; Blood Proteins; Dermatologicals; Globulins; Immunoglobulins; Immunoproteins; Interleukin-13 Antagonist; Proteins; Serum Globulins"
14021,DB12172,"Anti-Infective Agents; Antiparasitic Agents; Antiparasitic Products, Insecticides and Repellents; Antiprotozoals; Antitrichomonal Agents; Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Imidazoles; Nitro Compounds; Nitroimidazole Derivatives; Nitroimidazoles"
14022,DB12173,"Cycloparaffins; Hydrocarbons; Hydrocarbons, Alicyclic; Hydrocarbons, Cyclic"
14023,DB12180,"Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, Bridged-Ring; Phosphatidylinositol 3-Kinases, antagonists & inhibitors"
14024,DB12184,"Anti-Anxiety Agents; Antidepressive Agents; Central Nervous System Agents; Central Nervous System Depressants; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Substrates; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Nervous System; Neurotransmitter Agents; Psychoanaleptics; Psychotropic Drugs; Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome; Serotonin Agents; Serotonin Receptor Agonists; Tranquilizing Agents"
14025,DB12187,"Cycloparaffins; Deoxyadenosines; Deoxyribonucleosides; Dideoxynucleosides; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor; Hydrocarbons; Hydrocarbons, Alicyclic; Hydrocarbons, Cyclic; Nucleic Acids, Nucleotides, and Nucleosides; Nucleosides; Purine Nucleosides; Purines"
14026,DB12191,"Azoles; Enzyme Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring"
14027,DB12192,"Chelating Agents; Compounds used in a research, industrial, or household setting; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Sequestering Agents; Sulfur Compounds"
14028,DB12195,"Azoles; Benzene Derivatives; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hydrazines; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic"
14029,DB12196,"Aza Compounds; Bicyclo Compounds, Heterocyclic; Heterocyclic Compounds; Heterocyclic Compounds, Bridged-Ring"
14030,DB12197,"Alkanes; Alkanesulfonic Acids; Hydrocarbons; Hydrocarbons, Acyclic; Sulfonic Acids; Sulfur Acids; Sulfur Compounds"
14031,DB12200,"Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Proto-Oncogene Proteins c-met, antagonists & inhibitors; Pyrrolidines"
14032,DB12203,"Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Thiazoles"
14033,DB12204,"Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring"
14034,DB12207,"Acids, Acyclic; Acrylates; Amides; Azoles; Carboxylic Acids; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring"
14035,DB12208,Carbohydrates; Hematinics; Hematologic Agents; Iron Compounds; Oligosaccharides; Polysaccharides
14036,DB12210,"Heterocyclic Compounds; Heterocyclic Compounds, Fused-Ring; Receptors, Opioid, delta, agonists"
14037,DB12211,"Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; P-Selectin; Quinolines"
14038,DB12213,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Blood Proteins; Globulins; Immunoglobulins; Immunoproteins; Proteins; Serum Globulins"
14039,DB12216,"Anti-Inflammatory Agents; Antipsoriatics; Antipsoriatics for Systemic Use; Benzopyrans; Coumarins; Dermatologicals; Furocoumarins; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, 3-Ring; Heterocyclic Compounds, Fused-Ring; Photosensitizing Agents; Photosensitizing Agents for Phototherapy; Psoralens for Systemic Use; Pyrans; Radiation-Sensitizing Agents"
14040,DB12220,"Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Naphthalenes; Polycyclic Compounds; Polycyclic Hydrocarbons, Aromatic"
14041,DB12221,"Agents causing hyperkalemia; Cardiovascular System; Diuretics; Fused-Ring Compounds; Hormone Antagonists; Hormones, Hormone Substitutes, and Hormone Antagonists; Mineralocorticoid Receptor Antagonists; Natriuretic Agents; Polycyclic Compounds; Potassium-Sparing Diuretics; Pregnadienes; Pregnanes; Steroids"
14042,DB12233,"Amides; Benzopyrans; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Pyrans; Sulfones; Sulfur Compounds"
14043,DB12238,"Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring"
14044,DB12241,"Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Pyridines; Pyrimidines"
14045,DB12242,"Amides; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Sulfur Compounds"
14046,DB12245,"Anthelmintics; Anti-Infective Agents; Antihelminthic; Antiparasitic Agents; Antiparasitic Products, Insecticides and Repellents; Antiplatyhelmintic Agents; Antitrematodals; Benzimidazoles; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown); Cytochrome P-450 CYP1A2 Substrates; Cytochrome P-450 CYP2A6 Inhibitors; Cytochrome P-450 CYP2A6 Inhibitors (strength unknown); Cytochrome P-450 CYP2B6 Inhibitors; Cytochrome P-450 CYP2B6 Inhibitors (strength unknown); Cytochrome P-450 CYP2C19 Inhibitors; Cytochrome P-450 CYP2C19 inhibitors (strength unknown); Cytochrome P-450 CYP2C19 Substrates; Cytochrome P-450 CYP2C8 Inhibitors; Cytochrome P-450 CYP2C8 Inhibitors (strength unknown); Cytochrome P-450 CYP2C9 Inhibitors; Cytochrome P-450 CYP2C9 Inhibitors (strength unknown); Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 CYP2D6 Inhibitors; Cytochrome P-450 CYP2D6 Inhibitors (strength unknown); Cytochrome P-450 CYP2D6 Substrates; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (strength unknown); Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Cytochrome P450 2A6 Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Potential QTc-Prolonging Agents; QTc Prolonging Agents"
14047,DB12248,"Adrenergic Agents; Adrenergic Agonists; Adrenergic beta-Agonists; Adrenergics for Systemic Use; Adrenergics, Inhalants; Agents producing tachycardia; Agents that produce hypertension; Agents to Treat Airway Disease; Alcohols; Amines; Amino Alcohols; Anti-Asthmatic Agents; Autonomic Agents; Bronchodilator Agents; Drugs for Obstructive Airway Diseases; Ethanolamines; Neurotransmitter Agents; Peripheral Nervous System Agents; Respiratory System; Respiratory System Agents; Selective Beta 2-adrenergic Agonists"
14048,DB12249,Cysteine Endopeptidases; Cysteine Proteases; Endopeptidases; Enzymes; Enzymes and Coenzymes; Hydrolases; Peptide Hydrolases
14049,DB12251,"Alimentary Tract and Metabolism; Alkaloids; Autonomic Agents; Benzylisoquinolines; Drugs for Functional Gastrointestinal Disorders; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Isoquinolines; Opiate Alkaloids; Papaverine and Derivatives; Parasympatholytics; Peripheral Nervous System Agents"
14050,DB12253,"Acids, Carbocyclic; Azoles; Carboxylic Acids; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Pyrazoles"
14051,DB12255,"Acids, Heterocyclic; Amino Acids; Amino Acids, Peptides, and Proteins; Antianemic Preparations; BCRP/ABCG2 Inhibitors; Blood and Blood Forming Organs; Cytochrome P-450 CYP2B6 Inducers; Cytochrome P-450 CYP2B6 Inducers (weak); Cytochrome P-450 CYP2C8 Inhibitors; Cytochrome P-450 CYP2C8 Inhibitors (strength unknown); Cytochrome P-450 CYP2C9 Inhibitors; Cytochrome P-450 CYP2C9 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inducers; Cytochrome P-450 Enzyme Inhibitors; Erythropoiesis-Stimulating Agents; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hypoxia-Inducible Factor-Proline Dioxygenases, antagonists & inhibitors; OAT3/SLC22A8 Inhibitors; OAT3/SLC22A8 Substrates; Pyridines; UGT1A1 Inducers; UGT1A1 Substrates; UGT1A9 Substrates; UGT2B7 substrates"
14052,DB12256,
14053,DB12259,"Amines; Antineoplastic Agents; Carboxylic Acids; Histone Deacetylase Inhibitors; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Hydroxy Acids; Hydroxylamines; Polycyclic Compounds; Polycyclic Hydrocarbons, Aromatic"
14054,DB12263,"Amides; Amyloid Precursor Protein Secretases; Enzyme Inhibitors; Gamma Secretase Inhibitors and Modulators; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Sulfones; Sulfur Compounds"
14055,DB12268,"Agents causing angioedema; Blood Glucose Lowering Agents; Dipeptidyl Peptidase 4; DPP-IV Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring"
14056,DB12271,"Amino Acids; Amino Acids, Branched-Chain; Amino Acids, Peptides, and Proteins; Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring"
14057,DB12280,"Acetates; Acids, Acyclic; Amides; Anti-Asthmatic Agents; Azoles; Carboxylic Acids; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Pyrazoles"
14058,DB12284,"Azoles; Enzyme Activators; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Sulfur Compounds"
14059,DB12285,"Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Oxides; Sulfur Compounds; Thiazines"
14060,DB12286,"Antiarrhythmic agents; Cardiotonic Agents; Cardiovascular Agents; Compounds used in a research, industrial, or household setting; Enzyme Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hydrazines; Hydrazones; Moderate Risk QTc-Prolonging Agents; Phosphodiesterase 3 Inhibitors; Phosphodiesterase Inhibitors; Protective Agents; Pyridazines; QTc Prolonging Agents; Vasodilating Agents"
14061,DB12292,"Amino Acids, Peptides, and Proteins; Peptides; Receptors, Oxytocin, antagonists & inhibitors"
14062,DB12296,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Blood Proteins; Globulins; Immunoglobulins; Immunoproteins; Proteins; Serum Globulins"
14063,DB12298,"Aldehydes; Furans; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring"
14064,DB12299,"Acids, Carbocyclic; Amides; Benzene Derivatives; Benzoates; Carboxylic Acids; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Histamine H3 Antagonists; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic"
14065,DB12305,"Amines; Cycloparaffins; Hydrocarbons; Hydrocarbons, Alicyclic; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Naphthalenes; Polycyclic Compounds; Polycyclic Hydrocarbons, Aromatic"
14066,DB12310,"Carbohydrates; Compounds used in a research, industrial, or household setting; Disaccharides; Glucans; Oligosaccharides; Polysaccharides"
14067,DB12318,"Acids, Acyclic; Carboxylic Acids; ErbB Receptors, antagonists & inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring"
14068,DB12328,"Benzofurans; Compounds used in a research, industrial, or household setting; Enzyme Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Irritants; Noxae; Toxic Actions"
14069,DB12331,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Blood Proteins; Globulins; Immunoglobulins; Immunoproteins; Proteins; Serum Globulins"
14070,DB12336,
14071,DB12339,"Anti-Bacterial Agents; Anti-Infective Agents; Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Oxazoles"
14072,DB12345,"Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Sulfur Compounds"
14073,DB12346,"Amino Acids, Peptides, and Proteins; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Blood Proteins; Immunoglobulins; Proteins; Serum Globulins"
14074,DB12347,"Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Sulfur Compounds"
14075,DB12354,"Anions; Azoles; Electrolytes; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hydrogen Sulfide; Ions; Sulfur Compounds"
14076,DB12356,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Neutralizing; Blood Proteins; Globulins; Immunoglobulins; Immunoproteins; Proteins; Serum Globulins"
14077,DB12358,"Acids, Acyclic; Acrylates; Carboxylic Acids; Compounds used in a research, industrial, or household setting; Cyanoacrylates; Macromolecular Substances; Manufactured Materials; Nitriles; Polymers; Tissue Adhesives"
14078,DB12359,"Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; HSP90 Heat-Shock Proteins, antagonists & inhibitors; Purines"
14079,DB12362,
14080,DB12367,"Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Quinazolines"
14081,DB12369,"Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring"
14082,DB12370,"Amino Acids, Peptides, and Proteins; Peptides"
14083,DB12371,"Agents that produce hypertension; Antineoplastic and Immunomodulating Agents; Azetines; Benzene Derivatives; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 CYP2C9 Substrates with a Narrow Therapeutic Index; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A4 Substrates (strength unknown); Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index; Cytochrome P-450 Substrates; Heterocyclic Compounds; Immunologic Factors; Immunomodulatory Agents; Immunosuppressive Agents; Immunotherapy; Narrow Therapeutic Index Drugs; Receptors, Lysosphingolipid, antagonists & inhibitors; Selective Immunosuppressants; Sphingosine 1 Phosphate Receptor Modulators; Sphingosine 1-phosphate Receptor Modulator"
14084,DB12374,Alimentary Tract and Metabolism; Enzyme Replacement Therapy; Enzymes; Enzymes and Coenzymes
14085,DB12378,"Amides; Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Sulfones; Sulfur Compounds"
14086,DB12380,"Azoles; Cycloparaffins; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hydrocarbons; Hydrocarbons, Alicyclic; Hydrocarbons, Cyclic"
14087,DB12381,"Acids, Heterocyclic; Antineoplastic Agents; Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Nicotinic Acids; Protein Kinase Inhibitors; Pyrazoles; Pyridines"
14088,DB12385,"Alkaloids; Antineoplastic Agents; Antineoplastic Agents, Phytogenic; Heterocyclic Compounds"
14089,DB12387,"Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring"
14090,DB12388,"Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Polycyclic Compounds; Polycyclic Hydrocarbons, Aromatic"
14091,DB12390,"Acids, Acyclic; Antimetabolites; Azoles; Carboxylic Acids; Fatty Acids; Fatty Acids, Volatile; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hypolipidemic Agents; Lipid Regulating Agents; Lipids; PPAR delta, agonists"
14092,DB12394,"Azepines; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring"
14093,DB12395,"Adrenergic Uptake Inhibitors; Antidepressive Agents; Central Nervous System Depressants; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Oxazines"
14094,DB12399,"Amides; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Antiinflammatory and Antirheumatic Products; Antiinflammatory and Antirheumatic Products, Non-Steroids; COX-2 Inhibitors; Cyclooxygenase Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Musculo-Skeletal System; Selective Cyclooxygenase 2 Inhibitors (NSAIDs); Sulfones; Sulfur Compounds"
14095,DB12402,"Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Heterocyclic Compounds, Bridged-Ring"
14096,DB12403,"Elements; Lanthanoid Series Elements; Metals; Metals, Rare Earth"
14097,DB12406,"Adjuvants, Immunologic; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Antirheumatic Agents; Cytochrome P-450 CYP1A2 Substrates; Cytochrome P-450 Substrates; Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Immunologic Factors; Peripheral Nervous System Agents; Purines; Purinones; Radiation-Sensitizing Agents; Sensory System Agents; Xanthine derivatives"
14098,DB12408,"Acids, Carbocyclic; Azetines; Carboxylic Acids; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Phenylacetates; Receptor, Muscarinic M3, antagonists & inhibitors"
14099,DB12411,"Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Polycyclic Compounds; Polycyclic Hydrocarbons, Aromatic"
14100,DB12412,"Agents causing angioedema; Alimentary Tract and Metabolism; Blood Glucose Lowering Agents; Diabetes Mellitus, Type 2, drug therapy; DPP-IV Inhibitors; Drugs Used in Diabetes; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Oral Hypoglycemics; Piperidines"
14101,DB12416,"Acids, Acyclic; Agents Acting on the Renin-Angiotensin System; Carboxylic Acids; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Renin Inhibitors"
14102,DB12422,"Anticarcinogenic Agents; Antineoplastic Agents; Compounds used in a research, industrial, or household setting; Isocyanates; Protective Agents; Sulfur Compounds"
14103,DB12431,"Amino Acids, Peptides, and Proteins; Biological Factors; Carbohydrates; Colony-Stimulating Factors; Cytokines; Glycoconjugates; Glycoproteins; Hematopoietic Cell Growth Factors; Intercellular Signaling Peptides and Proteins; Interleukin-3; Interleukins; Peptides; Proteins"
14104,DB12435,
14105,DB12440,"Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Pyrimidines"
14106,DB12445,"Agents causing hyperkalemia; Agents that produce hypertension; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Antiplatelet agents; Antirheumatic Agents; Benzene Derivatives; Cardiovascular Agents; Cysteine Proteinase Inhibitors; Enzyme Inhibitors; Fibrin Modulating Agents; Hematologic Agents; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Hydroxybenzoates; Nephrotoxic agents; Non COX-2 selective NSAIDS; Peripheral Nervous System Agents; Phenols; Protease Inhibitors; Salicylates; Sensory System Agents"
14107,DB12448,"Acids, Carbocyclic; Alcohols; Benzene Derivatives; Benzoates; Carboxylic Acids; Fatty Alcohols; Hydrocarbons; Hydrocarbons, Aromatic; Hydrocarbons, Cyclic; Hydroxy Acids; Lipids; Phenols"
14108,DB12451,"Amino Acids, Peptides, and Proteins; Macrocyclic Compounds; Peptides; Peptides, Cyclic; Polycyclic Compounds"
14109,DB12458,"Azoles; Biological Factors; GABA Agents; GABA Agonists; GABA-A Receptor Agonists; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Mycotoxins; Neurotransmitter Agents; Oxazoles; Toxins, Biological"
14110,DB12460,"Amino Acids, Peptides, and Proteins; Proteins; Recombinant Proteins"
14111,DB12464,
14112,DB12470,"Anti-HIV Agents; Anti-Infective Agents; Anti-Retroviral Agents; Antiviral Agents; Deoxycytidine; Deoxyribonucleosides; Dideoxynucleosides; Enzyme Inhibitors; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; HIV Reverse Transcriptase; Nucleic Acid Synthesis Inhibitors; Nucleic Acids, Nucleotides, and Nucleosides; Nucleoside Reverse Transcriptase Inhibitors; Nucleosides; Pyrimidine Nucleosides; Pyrimidines; Reverse Transcriptase Inhibitors"
14113,DB12471,Anti-Infective Agents; Antifungal Agents; Antiinfectives for Systemic Use; Antimycotics for Systemic Use; Carbohydrates; Cytochrome P-450 CYP2C8 Inhibitors; Cytochrome P-450 CYP2C8 Inhibitors (strength unknown); Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (strength unknown); Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Hydrocarbons; OATP1B3 inhibitors; P-glycoprotein substrates; Terpenes; Triterpenes; Triterpenoid Antifungal; Triterpenoid Antifungals
14114,DB12475,
14115,DB12477,"Hydrocarbons; Hydrocarbons, Fluorinated; Hydrocarbons, Halogenated"
14116,DB12484,"Antimetabolites; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Noxae; Nucleic Acids, Nucleotides, and Nucleosides; Nucleosides; Pyrimidine Nucleosides; Pyrimidines; Ribonucleosides; Toxic Actions"
14117,DB12485,"Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Imidazoles; Nitro Compounds; Radiation-Sensitizing Agents"
14118,DB12490,"Amino Acids, Peptides, and Proteins; Peptides; Ribonucleoprotein, U1 Small Nuclear"
14119,DB12491,"Heterocyclic Compounds; Heterocyclic Compounds, 2-Ring; Heterocyclic Compounds, Fused-Ring; Sulfur Compounds"
14120,DB12495,"Amino Acids, Peptides, and Proteins; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Nerve Tissue Proteins; Neuropeptides; Oligopeptides; Peptide Hormones; Peptides; Pituitary Hormones; Pituitary Hormones, Posterior; Proteins; Receptors, Vasopressin, agonists; Vasopressin and Analogues; Vasopressins"
14121,DB12497,"Azoles; Heterocyclic Compounds; Heterocyclic Compounds, 1-Ring; Sulfur Compounds"
